#NAME	C3001	C3017	C3022	C3023	C3030	H4004	H4006	H4007	H4008	H4009	H4014	H4015	H4016	H4017	H4018	H4022	H4023	H4038	H4043	H4045	M2008	M2025	M2027	M2028	M2034	M2041	M2042	M2060	M2061	M2075	M2084	P6005	P6016	P6028	P6033
333.2648__923.21	3021525.48023	981157.66442	6618064.53164	993845.38349	6377540.72021	38516600.43876	28502663.43726	15151074.93861	69683353.59491	27336293.43066	92679496.47516	110021564.04223	4768952.85901	119641959.8998	3788437.58588	16300982.00127	37613180.46347	6689860.37935	27087755.81021	40487508.82348	3717580.84678	385691.55264	17140629.31551	317901.652	2434822.92964	859975.76269	10718018.71752	9238195.0425	404905.31973	16963309.78328	3965981.58111	11539853.78196	20482210.24249	263299.55272	4851311.32463
333.2707__882.94	9601907.88432	8592515.88703	65216.88392	7445882.35122	4902836.43377	23653706.21552	30428669.6625	17470540.64061	1329004.46653	4953685.49068	2781342.17618	12663613.6657	1051831.68274	75488949.36574	5082094.72901	6197753.87524	6905251.65895	6261963.44719	3849208.1472	4340823.5762	554074.50781	1614147.41274	3117219.97245	3111479.03549	3133135.71862	10367759.19132	560221.21236	184041.34035	564582.47887	1683576.89466	484447.39456	7167646.64497	5894386.54176	4317993.87508	441021.15005
334.0754__226.04	0	1007591.55685	398456.41096	855968.17555	237839.82085	375569.47259	0	348853.4768	402524.82498	225044.89585	222968.66346	439582.71702	534981.85017	4641.43605	338381.09384	717985.83298	519896.56772	540204.37109	366458.46236	34675.96672	301697.24962	0	1832.29284	112088.19353	221278.35169	238872.17322	159452.49904	0	682576.25699	605809.44094	568350.56443	298745.34186	236076.45022	0	597481.49473
334.1262__42.22	1142685.27108	533894.43313	3748306.88289	205858.38457	853753.70585	2284362.22412	876320.22985	2194249.66843	277102.38608	1497981.39489	1659231.58355	174753.28642	329940.76721	3235183.21996	31751.3768	1842217.10762	413467.22429	414955.23147	342703.26412	716759.02312	2198064.40454	4635839.89315	11413.26383	298771.49017	13391921.57519	2018892.80459	21725.76143	1567910.84345	184059.12097	0	330276.90784	347420.51798	0	6739218.33742	18452.71763
334.1391__77.87	3601797.24644	3387181.4087	185164.32806	74306.86783	1843892.53421	5784265.85697	326148.41679	70963.34102	140648.09712	783648.48007	3751887.53149	581891.29705	1630841.51443	2820963.27744	762484.2754	144045.82516	1755129.00086	2693454.04315	2288655.74117	613039.51424	65210.69164	227516.72137	899417.94216	1542267.93686	261681.83944	1224020.66372	2573478.82488	992175.91781	206465.88915	267471.6577	1925873.61292	2491525.4172	744203.06744	197083.88824	1242177.6796
334.1414__400.48	252204.80137	83339.9256	710005.42185	603574.79213	261684.55936	1821190.74048	107902.22024	97758.54369	990143.55428	2795555.4793	1203905.777	90261.95607	44953.35284	216953.53529	146862.83827	539444.23288	208208.21868	340407.17346	334736.5794	708263.1236	33228.0324	2000919.6053	218411.81174	939056.27416	67249.83414	1110202.55788	545399.6693	285758.43562	797307.12487	337668.10294	604911.2487	206456.77811	547301.95427	187143.70655	280679.98993
334.1497__334.6	1449132.49912	636454.35897	709342.18793	687818.47978	238697.54521	861066.2175	82017.04658	253153.27653	6289055.60924	387872.09053	75247.08883	935153.94437	246650.21514	1956888.05844	230515.60321	6557808.86812	124857.63023	70003.75652	76578.93563	1350823.5707	18380.17776	1489283.33472	220772.48827	820639.60044	0	417831.80885	800825.28902	703751.55832	1056388.99307	2489075.90293	559830.16778	65146.12115	109950.23675	178001.15033	133300.27806
334.1604__143.49	4044407.92436	3749583.40273	7901708.30169	238872.41688	18461805.14474	25633955.85296	12911195.12216	1630309.36883	2595150.3063	5172920.99793	9640096.57035	3896352.06571	210213.58879	6351963.38673	911028.45492	2900296.74264	2605618.59675	3384650.27498	5375612.36845	10623076.42625	62798.66249	22725750.41095	1199505.69877	2657277.49939	896492.87206	1646181.86056	2942214.89134	4657319.73995	16366061.54886	360220.48133	347363.09969	1938611.72485	3476320.3902	1824636.10748	859001.15014
334.1756__490.1	1680291.34656	769074.76175	381345.09563	25926.1805	0	0	41487.81455	451472.37178	66543.48233	164911.54599	1532193.26093	187450.96507	0	0	95738.21734	45318.67857	167598.61555	0	0	132947.46948	0	141414.38413	370862.29202	831945.10696	980203.30586	132611.95718	1421836.26972	786639.37359	1248290.15409	0	61964.45213	0	59758.71266	111617.14859	0
334.2061__686.13	85157564.29081	394926.27108	121028.42297	929751.66794	223912.41824	18223733.57663	786995.05762	257051.92573	1458328.77098	161956.44636	82828.31183	307985.37374	375471.42313	51156403.57006	2247831.07638	3912.59375	526666.87794	42226.66111	632893.25372	376478.35445	42820.88382	20597699.69263	1143880.95433	330199.80624	655457.53515	947044.14241	100248.40015	56314.76678	1709151.16206	248587.33092	446305.62848	638462.39222	563323.67485	559925.3177	11384640.50541
334.211__614.52	1360571.55226	1291696.1414	60119.36379	725173.24668	11366.95871	4556606.39527	2294472.23848	708712.89969	1266206.94583	10362904.1816	2805435.44539	2523121.56108	1251814.68652	1783028.45685	963530.28524	898498.43425	4871031.60741	1234956.83584	4153795.8874	3482584.78079	5217.96432	9668009.75824	2856551.83452	6694645.25774	465379.20728	11566398.08241	1074695.83884	623888.02981	284393.01622	439766.1436	908675.77844	870478.45772	1834884.81666	28801.16628	1003658.92299
334.2241__766.54	4520072.43191	530896.06697	16402.7349	2491917.09569	269967.10755	1890222.8348	0	634034.11542	2014213.08918	0	1710038.55762	2362982.57048	529591.06294	2528301.04593	6216.12617	92559.53825	117235.65241	329005.67811	1524028.20513	835241.96346	32747.03672	1356042.86982	292367.23288	2301026.58636	0	932412.66408	208124.55415	1167166.94761	1447043.09178	195164.58602	150298.59706	100316.46715	1798665.12368	97545.73606	808444.56244
334.2521__798.69	40820534.83371	5231162.4541	217124.92078	12120355.48587	2835731.40367	38128747.89441	1192665.00713	1131247.70269	467140.1972	6688232.42692	1678681.52787	249379.04346	977912.31078	18775802.69881	2054517.34905	752331.27287	308451.41	4752883.92995	1879834.02524	3491660.29137	27947.88148	5440282.965	2949236.22487	2126785.52481	1947887.91523	7915642.33851	420147.75068	196229.5009	848969.45202	1338427.15503	221569.14278	3693304.91007	3893588.44312	560203.11305	74188.442
334.2742__882.85	522481.18913	534849.70722	0	453914.06776	314160.49807	1654320.22202	2281750.638	1200517.19885	17479.24954	271137.26739	117734.45836	721068.35685	14405.59579	5836486.45667	314592.12147	413989.78261	380350.22249	359310.24374	169334.69549	245739.87574	5119.54885	32363.84139	176801.4804	133837.2583	188416.10213	591650.9018	4376.09349	0	3822.8548	50243.33312	0	322096.44834	326577.43693	257146.25239	2987.00578
334.2836__922.19	5654883.08642	3457832.2274	1496307.92494	3222843.10972	1476121.7133	8663729.11091	6593347.40208	3543497.81982	16138789.67713	3432213.61408	21425414.7457	25440552.20567	1096134.7101	27577235.87723	858033.26169	3578400.16718	8706726.73998	1548935.15187	6398357.96684	5783156.86588	877719.19661	2030958.20641	3910863.01718	559906.64181	579247.69759	12095862.58739	2460968.65933	2461016.82156	2359111.80709	3834004.65411	311657.46579	2648534.58407	3390478.71009	4569079.06504	1122994.41876
334.9028__21.97	213914.23217	169799.96113	168845.56552	129829.91681	51629.37973	133407.66349	153371.75244	205706.53396	17115.8569	145640.80825	31304.57192	307834.0581	44108.45111	166901.59833	390741.82244	72038.50825	24093.23255	367046.58647	419443.49186	140406.95674	4610.09385	154850.11777	165537.14451	13184.78944	77994.3435	11866.46433	71302.68253	21791.52215	404989.24297	90995.54532	72382.33965	269054.34569	142648.08226	554414.64958	428525.50397
335.0909__300.83	2210354.84574	224038.55984	2358150.07659	107168.19328	251140.60589	682228.85529	364576.74631	165193.15593	681979.69503	755376.35286	169738.68643	183744.61798	269301.70795	1077336.23452	1841673.82631	636982.62167	125200.06085	232255.27545	359426.20192	468170.9225	9328.75094	730605.06844	1514884.07075	2667529.38158	285414.34248	390247.62212	11793436.18861	525345.78149	4463780.99637	2382027.82491	621474.14666	88491.68685	1704074.18145	0	376277.70023
335.0993__45.12	5099090.48606	5020567.54846	1835409.40987	967685.07316	5708756.62447	4518762.6404	1758152.69794	284558.21549	3659073.06515	3301761.66341	21442610.92877	2294581.03102	429986.1785	4330087.08762	442742.89315	2672480.79672	636352.96384	4566196.29918	4874603.42654	536303.88356	1459617.43254	1166265.20614	1503896.68318	3637580.43671	40331539.47474	2304040.71051	1797317.36777	2109903.44911	508392.18174	2209479.67823	1539434.93424	614839.70753	11449032.77672	2604215.27702	35094947.75206
335.0997__413.91	117920.38257	735131.9101	114186.05127	5899989.06347	1035929.03817	383274.70003	706525.64834	217919.25476	1181386.94078	7040935.98881	2027507.46756	63093.55711	414692.44101	608981.70449	445831.72701	1312968.90986	1152116.21437	111501.21048	1490660.53854	2495382.00422	20092.13397	9886064.31888	1183458.61356	25788844.33815	1285792.62663	1082633.90271	7330021.47049	3043470.15081	1181383.73424	3219270.54233	2062080.71244	383026.54289	774331.25635	714587.57335	79306.41583
335.1119__548.25	673014.71093	460130.56426	264276.0839	1856858.65336	932297.61159	2005002.06994	3610042.66501	844738.90992	38732.90085	144588.02702	391699.09206	61631.85818	1378443.91064	0	3745680.85917	180892.75454	296804.28498	9405.98908	114413.43085	826363.88208	90063.72386	650790.5735	16090784.50308	16078.57378	5869777.90362	654598.88571	706135.8016	255524.86163	1266842.99949	442468.8162	45522.09618	15429.02668	394274.17106	144223.80084	0
335.1252__265.47	5881673.28933	3174392.06501	521489.43497	1216761.41832	1964621.38561	1473641.56929	116274.31755	330507.54345	3412065.60431	2445322.74966	42608.22259	279010.00173	1483670.34852	4975245.92862	1110291.49141	546166.59338	1119242.6563	612878.96162	218068.24836	352559.61066	0	59843.95323	483299.91614	5895124.14452	215259.40681	3658619.83952	804561.12729	282301.2154	5250932.32667	2059811.74375	81073.30636	765192.74602	452607.98968	121783.32657	69102.50375
335.1273__98.19	200345.91619	306604.53239	976568.06629	147763.36895	800765.63622	649181.477	724803.83066	760852.77616	112531.51363	201840.96983	1200036.35267	2465129.49491	333811.37083	529433.19489	56890.2667	46057.5406	129045.61687	38521.67219	1590049.27796	867857.14745	365992.36458	627721.97401	2209293.60161	3264184.19518	127692.91531	5481314.85924	3642222.17592	824487.47965	8412868.97775	1740079.08735	1087740.51606	659117.82268	12128774.29892	222084.19513	175970.14685
335.1457__732.09	3048332.60929	2638515.07743	684442.84079	1372534.39868	169962.44446	137284.79319	1083722.17251	787779.22125	5954178.31243	160602.02385	36889.00018	1877452.44576	838115.2017	473011.48887	2420434.02237	678137.32533	650405.77612	2399475.62903	1603802.92327	437840.55739	381143.77526	209679.6439	7724169.17908	561271.81058	1129350.02576	708171.27042	3707202.12007	836167.43343	1842104.33571	315879.21587	1035765.79973	566591.558	3880910.99588	817346.81273	1509330.24247
